ChipID,C_Bake[h],C_Stage,C_Temp,C_Cond,P_DeviceName,P_IREFL_EE,P_IREFH_EE,P_IREFL_FLASH,P_IREFH_FLASH
270370,0,10,150,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
267302,0,10,150,AFTER_EE_EDR,8,-15,17,-23,17
332854,0,10,150,AFTER_EE_EDR,9,-16,16,-27,20
332322,0,10,150,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
332339,0,10,150,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
268306,0,10,150,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
334346,0,10,150,AFTER_EE_EDR,13,-16,15,-25,19
334367,0,10,150,AFTER_EE_EDR,14,-16,16,-25,17
266307,0,10,150,AFTER_EE_EDR,50,-15,17,-24,17
334390,0,10,150,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
264250,0,10,150,AFTER_EE_EDR,16,-14,16,-25,18
334399,0,10,150,AFTER_EE_EDR,17,-16,16,-23,17
329766,0,10,150,AFTER_EE_EDR,18,-16,15,-24,13
333875,0,10,150,AFTER_EE_EDR,19,-16,17,-24,18
330774,0,10,150,AFTER_EE_EDR,20,-15,16,-27,17
266806,0,10,150,AFTER_EE_EDR,21,-15,16,-27,15
332834,0,10,150,AFTER_EE_EDR,22,-15,15,-25,19
332858,0,10,150,AFTER_EE_EDR,24,-15,16,-24,18
267843,0,10,150,AFTER_EE_EDR,25,-16,15,-25,18
332343,0,10,150,AFTER_EE_EDR,26,-14,16,-24,17
333842,0,10,150,AFTER_EE_EDR,27,-15,17,-27,19
269850,0,10,150,AFTER_EE_EDR,28,-16,18,-25,16
265279,0,10,150,AFTER_EE_EDR,29,-14,16,-25,18
266803,0,10,150,AFTER_EE_EDR,30,-15,16,-26,17
331286,0,10,150,AFTER_EE_EDR,31,-15,18,-25,16
266811,0,10,150,AFTER_EE_EDR,32,-16,15,-25,17
267791,0,10,150,AFTER_EE_EDR,33,-15,17,-24,16
333379,0,10,150,AFTER_EE_EDR,34,-16,16,-25,19
335914,0,10,150,AFTER_EE_EDR,35,-15,15,-26,18
333855,0,10,150,AFTER_EE_EDR,36,-16,17,-24,18
330278,0,10,150,AFTER_EE_EDR,37,-14,15,-22,18
267830,0,10,150,AFTER_EE_EDR,40,-16,18,-24,16
332843,0,10,150,AFTER_EE_EDR,41,-15,17,-27,18
330782,0,10,150,AFTER_EE_EDR,42,-15,16,-26,17
334895,0,10,150,AFTER_EE_EDR,43,-16,17,-22,20
336422,0,10,150,AFTER_EE_EDR,44,-16,17,-25,17
332842,0,10,150,AFTER_EE_EDR,45,-15,17,-24,17
335911,0,10,150,AFTER_EE_EDR,46,-14,16,-24,19
332826,0,10,150,AFTER_EE_EDR,47,-15,17,-24,19
263714,0,10,150,AFTER_EE_EDR,48,-15,16,-25,16
331807,0,10,150,AFTER_EE_EDR,49,-15,15,-23,18
334374,0,10,150,AFTER_EE_EDR,51,-14,17,-23,18
267267,0,10,150,AFTER_EE_EDR,53,-17,16,-25,15
331842,0,10,150,AFTER_EE_EDR,54,-16,16,-25,18
335386,0,10,150,AFTER_EE_EDR,55,-16,15,-24,18
269863,0,10,150,AFTER_EE_EDR,56,-16,15,-23,17
268318,0,10,150,AFTER_EE_EDR,57,-15,15,-24,17
334886,0,10,150,AFTER_EE_EDR,58,-14,16,-24,18
330786,0,10,150,AFTER_EE_EDR,59,-16,15,-23,18
268838,0,10,150,AFTER_EE_EDR,60,-16,17,-24,18
333850,0,10,150,AFTER_EE_EDR,61,-15,17,-25,19
331786,0,10,150,AFTER_EE_EDR,63,-15,18,-25,17
332347,0,10,150,AFTER_EE_EDR,64,-15,14,-24,21
269350,0,10,150,AFTER_EE_EDR,65,-16,16,-26,16
266778,0,10,150,AFTER_EE_EDR,66,-16,16,-23,18
270894,0,10,150,AFTER_EE_EDR,67,-15,16,-24,16
267834,0,10,150,AFTER_EE_EDR,68,-14,16,-24,17
265743,0,10,150,AFTER_EE_EDR,69,-15,17,-25,16
334370,0,10,150,AFTER_EE_EDR,70,-16,17,-25,18
336431,0,10,150,AFTER_EE_EDR,71,-14,16,-21,18
329778,0,10,150,AFTER_EE_EDR,72,-16,16,-23,18
332358,0,10,150,AFTER_EE_EDR,73,-18,16,-24,17
336430,0,10,150,AFTER_EE_EDR,74,-15,16,-24,16
267279,0,10,150,AFTER_EE_EDR,75,-16,16,-24,18
334363,0,10,150,AFTER_EE_EDR,76,-15,15,-25,20
265771,0,10,150,AFTER_EE_EDR,77,-15,17,-25,19
334898,0,10,150,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
270378,0,10,150,AFTER_EE_EDR,79,-15,15,-25,19
335410,0,10,150,AFTER_EE_EDR,80,-16,16,-22,17
268342,0,10,150,AFTER_EE_EDR,82,-15,15,-25,18
270891,0,10,150,AFTER_EE_EDR,83,-15,16,-22,18
268847,0,10,150,AFTER_EE_EDR,84,-15,17,-22,17
335390,0,10,150,AFTER_EE_EDR,85,-16,17,-24,18
267290,0,10,150,AFTER_EE_EDR,87,-14,16,-23,18
262702,0,11,-40,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
271406,0,11,-40,AFTER_EE_EDR,2,-13,13,-30,12
266267,0,11,-40,AFTER_EE_EDR,3,-15,14,-31,12
268350,0,11,-40,AFTER_EE_EDR,4,-14,16,-31,11
269858,0,11,-40,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
333866,0,11,-40,AFTER_EE_EDR,6,-20,15,-34,13
270370,0,11,-40,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
267302,0,11,-40,AFTER_EE_EDR,8,-12,16,-29,12
332854,0,11,-40,AFTER_EE_EDR,9,-12,13,-31,15
332322,0,11,-40,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
332339,0,11,-40,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
268306,0,11,-40,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
334346,0,11,-40,AFTER_EE_EDR,13,-17,12,-32,13
334367,0,11,-40,AFTER_EE_EDR,14,-15,15,-32,14
266307,0,11,-40,AFTER_EE_EDR,50,-12,13,-28,10
334390,0,11,-40,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
264250,0,11,-40,AFTER_EE_EDR,16,-12,13,-32,12
334399,0,11,-40,AFTER_EE_EDR,17,-11,17,-30,12
329766,0,11,-40,AFTER_EE_EDR,18,-12,12,-31,8
333875,0,11,-40,AFTER_EE_EDR,19,-12,14,-34,13
330774,0,11,-40,AFTER_EE_EDR,20,-14,14,-33,12
266806,0,11,-40,AFTER_EE_EDR,21,-15,13,-34,9
332834,0,11,-40,AFTER_EE_EDR,22,-12,12,-35,13
332858,0,11,-40,AFTER_EE_EDR,24,-15,14,-30,11
267843,0,11,-40,AFTER_EE_EDR,25,-16,11,-33,11
332343,0,11,-40,AFTER_EE_EDR,26,-15,14,-31,13
333842,0,11,-40,AFTER_EE_EDR,27,-15,13,-34,14
269850,0,11,-40,AFTER_EE_EDR,28,-14,14,-34,11
265279,0,11,-40,AFTER_EE_EDR,29,-13,13,-32,13
266803,0,11,-40,AFTER_EE_EDR,30,-14,12,-33,12
331286,0,11,-40,AFTER_EE_EDR,31,-13,13,-34,12
266811,0,11,-40,AFTER_EE_EDR,32,-14,17,-30,10
267791,0,11,-40,AFTER_EE_EDR,33,-13,19,-31,12
333379,0,11,-40,AFTER_EE_EDR,34,-15,15,-32,15
335914,0,11,-40,AFTER_EE_EDR,35,-14,12,-33,14
333855,0,11,-40,AFTER_EE_EDR,36,-17,14,-34,12
330278,0,11,-40,AFTER_EE_EDR,37,-13,13,-30,14
267830,0,11,-40,AFTER_EE_EDR,40,-15,17,-31,10
332843,0,11,-40,AFTER_EE_EDR,41,-14,16,-36,13
330782,0,11,-40,AFTER_EE_EDR,42,-12,13,-30,12
334895,0,11,-40,AFTER_EE_EDR,43,-13,13,-32,16
336422,0,11,-40,AFTER_EE_EDR,44,-13,15,-34,13
332842,0,11,-40,AFTER_EE_EDR,45,-14,16,-32,14
335911,0,11,-40,AFTER_EE_EDR,46,-12,17,-34,14
332826,0,11,-40,AFTER_EE_EDR,47,-12,14,-29,17
263714,0,11,-40,AFTER_EE_EDR,48,-13,14,-32,12
331807,0,11,-40,AFTER_EE_EDR,49,-13,15,-27,15
334374,0,11,-40,AFTER_EE_EDR,51,-13,12,-30,14
267267,0,11,-40,AFTER_EE_EDR,53,-19,19,-32,10
331842,0,11,-40,AFTER_EE_EDR,54,-12,12,-33,14
335386,0,11,-40,AFTER_EE_EDR,55,-15,12,-32,15
269863,0,11,-40,AFTER_EE_EDR,56,-14,12,-29,14
268318,0,11,-40,AFTER_EE_EDR,57,-14,15,-31,12
334886,0,11,-40,AFTER_EE_EDR,58,-15,14,-29,15
330786,0,11,-40,AFTER_EE_EDR,59,-15,13,-26,13
268838,0,11,-40,AFTER_EE_EDR,60,-13,14,-31,14
333850,0,11,-40,AFTER_EE_EDR,61,-13,16,-33,15
331786,0,11,-40,AFTER_EE_EDR,63,-14,20,-35,11
332347,0,11,-40,AFTER_EE_EDR,64,-11,12,-32,15
269350,0,11,-40,AFTER_EE_EDR,65,-12,13,-30,13
266778,0,11,-40,AFTER_EE_EDR,66,-13,12,-29,12
270894,0,11,-40,AFTER_EE_EDR,67,-13,15,-31,11
267834,0,11,-40,AFTER_EE_EDR,68,-12,12,-29,11
265743,0,11,-40,AFTER_EE_EDR,69,-14,19,-32,13
334370,0,11,-40,AFTER_EE_EDR,70,-14,13,-32,14
336431,0,11,-40,AFTER_EE_EDR,71,-11,15,-29,15
329778,0,11,-40,AFTER_EE_EDR,72,-13,13,-29,13
332358,0,11,-40,AFTER_EE_EDR,73,-16,13,-29,12
336430,0,11,-40,AFTER_EE_EDR,74,-15,12,-34,12
267279,0,11,-40,AFTER_EE_EDR,75,-14,13,-29,12
334363,0,11,-40,AFTER_EE_EDR,76,-14,15,-32,16
265771,0,11,-40,AFTER_EE_EDR,77,-12,14,-29,14
334898,0,11,-40,AFTER_EE_EDR,No_Device,No_Device,No_Device,No_Device,No_Device
270378,0,11,-40,AFTER_EE_EDR,79,-14,13,-32,14
335410,0,11,-40,AFTER_EE_EDR,80,-12,13,-31,9
268342,0,11,-40,AFTER_EE_EDR,82,-12,13,-31,13
270891,0,11,-40,AFTER_EE_EDR,83,-14,12,-30,14
268847,0,11,-40,AFTER_EE_EDR,84,-15,15,-27,11
335390,0,11,-40,AFTER_EE_EDR,85,-15,14,-30,14
267290,0,11,-40,AFTER_EE_EDR,87,-12,14,-26,15
262702,20,12,35,HTOL 20h,No_Device,No_Device,No_Device,No_Device,No_Device
271406,20,12,35,HTOL 20h,2,-12,11,-25,15
266267,20,12,35,HTOL 20h,3,-12,12,-26,15
268350,20,12,35,HTOL 20h,4,-12,12,-29,17
269858,20,12,35,HTOL 20h,No_Device,No_Device,No_Device,No_Device,No_Device
333866,20,12,35,HTOL 20h,6,-12,12,-27,18
270370,20,12,35,HTOL 20h,No_Device,No_Device,No_Device,No_Device,No_Device
267302,20,12,35,HTOL 20h,8,-12,12,-24,16
332854,20,12,35,HTOL 20h,9,-11,12,-29,19
332322,20,12,35,HTOL 20h,No_Device,No_Device,No_Device,No_Device,No_Device
332339,20,12,35,HTOL 20h,No_Device,No_Device,No_Device,No_Device,No_Device
268306,20,12,35,HTOL 20h,No_Device,No_Device,No_Device,No_Device,No_Device
334346,20,12,35,HTOL 20h,13,-13,12,-26,18
334367,20,12,35,HTOL 20h,14,-12,12,-26,18
266307,20,12,35,HTOL 20h,50,-13,13,-27,15
334390,20,12,35,HTOL 20h,No_Device,No_Device,No_Device,No_Device,No_Device
264250,20,12,35,HTOL 20h,16,-12,12,-26,17
334399,20,12,35,HTOL 20h,17,-11,12,-25,15
329766,20,12,35,HTOL 20h,18,-12,12,-27,13
333875,20,12,35,HTOL 20h,19,-12,12,-26,18
330774,20,12,35,HTOL 20h,20,-13,13,-28,14
266806,20,12,35,HTOL 20h,21,-12,12,-29,14
332834,20,12,35,HTOL 20h,22,-12,12,-28,19
332858,20,12,35,HTOL 20h,,1,16,-26,15
267843,20,12,35,HTOL 20h,25,-12,12,-26,16
332343,20,12,35,HTOL 20h,26,-12,12,-26,18
333842,20,12,35,HTOL 20h,27,-12,13,-27,17
269850,20,12,35,HTOL 20h,28,-12,12,-28,15
265279,20,12,35,HTOL 20h,29,-12,12,-27,16
266803,20,12,35,HTOL 20h,30,-12,12,-28,17
331286,20,12,35,HTOL 20h,31,-12,12,-27,15
266811,20,12,35,HTOL 20h,32,-12,12,-27,16
267791,20,12,35,HTOL 20h,33,-13,13,-25,16
333379,20,12,35,HTOL 20h,34,-13,12,-27,19
335914,20,12,35,HTOL 20h,35,-12,12,-27,16
333855,20,12,35,HTOL 20h,36,-12,13,-25,17
330278,20,12,35,HTOL 20h,37,-12,12,-24,17
267830,20,12,35,HTOL 20h,40,-12,13,-25,15
332843,20,12,35,HTOL 20h,41,-12,12,-28,15
330782,20,12,35,HTOL 20h,42,-12,13,-28,18
334895,20,12,35,HTOL 20h,43,-13,13,-25,19
336422,20,12,35,HTOL 20h,44,-13,15,-29,16
332842,20,12,35,HTOL 20h,45,-12,13,-27,17
335911,20,12,35,HTOL 20h,46,-13,13,-27,19
332826,20,12,35,HTOL 20h,47,-12,13,-28,17
263714,20,12,35,HTOL 20h,48,-13,12,-28,15
331807,20,12,35,HTOL 20h,49,-14,15,-26,18
334374,20,12,35,HTOL 20h,51,-12,13,-27,18
267267,20,12,35,HTOL 20h,53,-13,14,-28,13
331842,20,12,35,HTOL 20h,54,-12,13,-29,17
335386,20,12,35,HTOL 20h,55,-13,12,-28,18
269863,20,12,35,HTOL 20h,56,-13,12,-26,18
268318,20,12,35,HTOL 20h,57,-13,14,-27,16
334886,20,12,35,HTOL 20h,58,-13,13,-27,17
330786,20,12,35,HTOL 20h,59,-14,13,-27,17
268838,20,12,35,HTOL 20h,60,-13,14,-27,17
333850,20,12,35,HTOL 20h,61,-12,13,-28,18
331786,20,12,35,HTOL 20h,63,-13,14,-29,15
332347,20,12,35,HTOL 20h,64,-12,12,-27,20
269350,20,12,35,HTOL 20h,65,-13,14,-29,16
266778,20,12,35,HTOL 20h,66,-12,13,-27,16
270894,20,12,35,HTOL 20h,67,-12,12,-29,16
267834,20,12,35,HTOL 20h,68,-12,13,-28,17
265743,20,12,35,HTOL 20h,69,-12,13,-28,15
334370,20,12,35,HTOL 20h,70,-14,13,-28,18
336431,20,12,35,HTOL 20h,71,-12,13,-23,17
329778,20,12,35,HTOL 20h,72,-13,13,-26,17
332358,20,12,35,HTOL 20h,73,-14,13,-26,15
336430,20,12,35,HTOL 20h,74,-13,13,-29,16
267279,20,12,35,HTOL 20h,75,-14,13,-27,16
334363,20,12,35,HTOL 20h,76,-12,14,-30,19
265771,20,12,35,HTOL 20h,77,-13,12,-28,18
334898,20,12,35,HTOL 20h,No_Device,No_Device,No_Device,No_Device,No_Device
270378,20,12,35,HTOL 20h,79,-12,13,-29,18
335410,20,12,35,HTOL 20h,80,-13,14,-26,16
268342,20,12,35,HTOL 20h,82,-12,13,-28,17
270891,20,12,35,HTOL 20h,83,-12,13,-25,17
268847,20,12,35,HTOL 20h,84,-13,13,-24,15
335390,20,12,35,HTOL 20h,85,-14,14,-28,18
267290,20,12,35,HTOL 20h,87,-12,13,-25,18
262702,500,13,35,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
271406,500,13,35,HTOL 500h,2,-9,8,-18,14
266267,500,13,35,HTOL 500h,3,-10,10,-20,13
268350,500,13,35,HTOL 500h,4,-10,10,-22,16
269858,500,13,35,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
333866,500,13,35,HTOL 500h,6,-10,10,-20,17
270370,500,13,35,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
267302,500,13,35,HTOL 500h,8,-10,10,-17,16
332854,500,13,35,HTOL 500h,9,-8,9,-22,18
332322,500,13,35,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
332339,500,13,35,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
268306,500,13,35,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
334346,500,13,35,HTOL 500h,13,-10,10,-19,16
334367,500,13,35,HTOL 500h,14,-10,11,-18,17
266307,500,13,35,HTOL 500h,50,-11,11,-21,16
334390,500,13,35,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
264250,500,13,35,HTOL 500h,16,-9,9,-20,16
334399,500,13,35,HTOL 500h,17,-10,10,-19,15
329766,500,13,35,HTOL 500h,18,-9,11,-20,13
333875,500,13,35,HTOL 500h,19,-10,10,-19,18
330774,500,13,35,HTOL 500h,20,-11,11,-21,15
266806,500,13,35,HTOL 500h,21,-9,9,-22,15
332834,500,13,35,HTOL 500h,22,-10,11,-22,18
332858,500,13,35,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
267843,500,13,35,HTOL 500h,25,-10,10,-20,15
332343,500,13,35,HTOL 500h,26,-10,10,-19,18
333842,500,13,35,HTOL 500h,27,-10,11,-19,17
269850,500,13,35,HTOL 500h,28,-10,9,-20,13
265279,500,13,35,HTOL 500h,29,-10,9,-19,15
266803,500,13,35,HTOL 500h,30,-10,10,-20,16
331286,500,13,35,HTOL 500h,31,-10,10,-20,15
266811,500,13,35,HTOL 500h,32,-10,10,-21,16
267791,500,13,35,HTOL 500h,33,-11,10,-18,16
333379,500,13,35,HTOL 500h,34,-11,10,-21,17
335914,500,13,35,HTOL 500h,35,-8,8,-20,16
333855,500,13,35,HTOL 500h,36,-10,10,-17,17
330278,500,13,35,HTOL 500h,37,-9,10,-17,18
267830,500,13,35,HTOL 500h,40,-11,10,-19,15
332843,500,13,35,HTOL 500h,41,-10,9,-22,15
330782,500,13,35,HTOL 500h,42,-10,10,-20,16
334895,500,13,35,HTOL 500h,43,-11,10,-18,17
336422,500,13,35,HTOL 500h,44,-11,11,-23,15
332842,500,13,35,HTOL 500h,45,-10,11,-22,17
335911,500,13,35,HTOL 500h,46,-11,11,-21,17
332826,500,13,35,HTOL 500h,47,-11,10,-20,17
263714,500,13,35,HTOL 500h,48,-11,10,-21,14
331807,500,13,35,HTOL 500h,49,-11,11,-18,16
334374,500,13,35,HTOL 500h,51,-10,11,-21,17
267267,500,13,35,HTOL 500h,53,-11,11,-22,14
331842,500,13,35,HTOL 500h,54,-10,10,-21,17
335386,500,13,35,HTOL 500h,55,-11,11,-21,15
269863,500,13,35,HTOL 500h,56,-11,11,-19,17
268318,500,13,35,HTOL 500h,57,-11,11,-20,15
334886,500,13,35,HTOL 500h,58,-10,10,-20,16
330786,500,13,35,HTOL 500h,59,-11,11,-21,16
268838,500,13,35,HTOL 500h,60,-11,11,-21,17
333850,500,13,35,HTOL 500h,61,-10,11,-20,17
331786,500,13,35,HTOL 500h,63,-11,11,-22,14
332347,500,13,35,HTOL 500h,64,-10,11,-18,19
269350,500,13,35,HTOL 500h,65,-11,11,-23,15
266778,500,13,35,HTOL 500h,66,-10,11,-20,16
270894,500,13,35,HTOL 500h,67,-9,10,-22,15
267834,500,13,35,HTOL 500h,68,-10,10,-21,17
265743,500,13,35,HTOL 500h,69,-10,10,-22,14
334370,500,13,35,HTOL 500h,70,-11,11,-22,16
336431,500,13,35,HTOL 500h,71,-11,10,-17,15
329778,500,13,35,HTOL 500h,72,-11,11,-19,15
332358,500,13,35,HTOL 500h,73,-11,11,-19,14
336430,500,13,35,HTOL 500h,74,-11,11,-22,14
267279,500,13,35,HTOL 500h,75,-11,11,-22,16
334363,500,13,35,HTOL 500h,76,-10,11,-22,18
265771,500,13,35,HTOL 500h,77,-11,10,-22,18
334898,500,13,35,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
270378,500,13,35,HTOL 500h,79,-10,11,-22,16
335410,500,13,35,HTOL 500h,80,-11,11,-20,15
268342,500,13,35,HTOL 500h,823,-10,10,-21,16
270891,500,13,35,HTOL 500h,83,-10,11,-18,16
268847,500,13,35,HTOL 500h,84,-11,11,-17,14
335390,500,13,35,HTOL 500h,85,-11,11,-21,17
267290,500,13,35,HTOL 500h,87,-11,11,-19,17
262702,500,14,-40,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
271406,500,14,-40,HTOL 500h,2,-9,8,-18,11
266267,500,14,-40,HTOL 500h,3,-9,9,-21,12
268350,500,14,-40,HTOL 500h,4,-9,9,-21,13
269858,500,14,-40,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
333866,500,14,-40,HTOL 500h,6,1,15,-23,13
270370,500,14,-40,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
267302,500,14,-40,HTOL 500h,8,-9,9,-20,13
332854,500,14,-40,HTOL 500h,9,-8,9,-20,16
332322,500,14,-40,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
332339,500,14,-40,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
268306,500,14,-40,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
334346,500,14,-40,HTOL 500h,13,-10,9,-21,11
334367,500,14,-40,HTOL 500h,14,-9,10,-21,15
266307,500,14,-40,HTOL 500h,50,-10,10,-20,12
334390,500,14,-40,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
264250,500,14,-40,HTOL 500h,16,1,15,-22,13
334399,500,14,-40,HTOL 500h,17,-9,9,-20,13
329766,500,14,-40,HTOL 500h,18,-9,10,-18,10
333875,500,14,-40,HTOL 500h,19,-9,9,-22,15
330774,500,14,-40,HTOL 500h,20,-10,10,-22,13
266806,500,14,-40,HTOL 500h,21,1,13,-24,12
332834,500,14,-40,HTOL 500h,22,-9,10,-23,16
332858,500,14,-40,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
267843,500,14,-40,HTOL 500h,25,-10,10,-22,11
332343,500,14,-40,HTOL 500h,26,-9,9,-20,13
333842,500,14,-40,HTOL 500h,27,-10,10,-21,15
269850,500,14,-40,HTOL 500h,28,-9,9,-24,11
265279,500,14,-40,HTOL 500h,29,-9,8,-21,12
266803,500,14,-40,HTOL 500h,30,-9,9,-24,12
331286,500,14,-40,HTOL 500h,31,-9,10,-23,13
266811,500,14,-40,HTOL 500h,32,-9,10,-21,13
267791,500,14,-40,HTOL 500h,33,-10,10,-20,14
333379,500,14,-40,HTOL 500h,34,-10,9,-22,15
335914,500,14,-40,HTOL 500h,35,1,8,-22,14
333855,500,14,-40,HTOL 500h,36,-10,10,-20,13
330278,500,14,-40,HTOL 500h,37,-9,10,-17,18
267830,500,14,-40,HTOL 500h,40,-10,10,-20,12
332843,500,14,-40,HTOL 500h,41,1,9,-24,13
330782,500,14,-40,HTOL 500h,42,-9,10,-21,14
334895,500,14,-40,HTOL 500h,43,-10,9,-20,15
336422,500,14,-40,HTOL 500h,44,-10,10,-24,12
332842,500,14,-40,HTOL 500h,45,-9,10,-23,14
335911,500,14,-40,HTOL 500h,46,-10,10,-24,14
332826,500,14,-40,HTOL 500h,47,-10,10,-21,16
263714,500,14,-40,HTOL 500h,48,-10,9,-22,9
331807,500,14,-40,HTOL 500h,49,-11,10,-16,13
334374,500,14,-40,HTOL 500h,51,-9,10,-21,14
267267,500,14,-40,HTOL 500h,53,-10,11,-24,11
331842,500,14,-40,HTOL 500h,54,-9,10,-22,15
335386,500,14,-40,HTOL 500h,55,-10,10,-23,15
269863,500,14,-40,HTOL 500h,56,-10,10,-19,15
268318,500,14,-40,HTOL 500h,57,-10,10,-23,12
334886,500,14,-40,HTOL 500h,58,-10,10,-20,14
330786,500,14,-40,HTOL 500h,59,-10,10,-19,14
268838,500,14,-40,HTOL 500h,60,-10,10,-22,13
333850,500,14,-40,HTOL 500h,61,-9,10,-24,15
331786,500,14,-40,HTOL 500h,63,-10,10,-25,12
332347,500,14,-40,HTOL 500h,64,-9,10,-19,15
269350,500,14,-40,HTOL 500h,65,-10,10,-23,12
266778,500,14,-40,HTOL 500h,66,-9,10,-22,13
270894,500,14,-40,HTOL 500h,67,-9,9,-23,12
267834,500,14,-40,HTOL 500h,68,-9,10,-20,12
265743,500,14,-40,HTOL 500h,69,-9,10,-24,13
334370,500,14,-40,HTOL 500h,70,-10,10,-23,14
336431,500,14,-40,HTOL 500h,71,-10,10,-20,13
329778,500,14,-40,HTOL 500h,72,-10,10,-20,12
332358,500,14,-40,HTOL 500h,73,-10,10,-21,12
336430,500,14,-40,HTOL 500h,74,-10,10,-25,13
267279,500,14,-40,HTOL 500h,75,-10,10,-22,14
334363,500,14,-40,HTOL 500h,76,-9,10,-24,16
265771,500,14,-40,HTOL 500h,77,-10,9,-22,15
334898,500,14,-40,HTOL 500h,No_Device,No_Device,No_Device,No_Device,No_Device
270378,500,14,-40,HTOL 500h,79,-9,10,-22,14
335410,500,14,-40,HTOL 500h,80,-10,10,-22,11
268342,500,14,-40,HTOL 500h,82,-9,9,-23,13
270891,500,14,-40,HTOL 500h,83,-10,10,-21,14
268847,500,14,-40,HTOL 500h,84,-10,10,-18,9
335390,500,14,-40,HTOL 500h,85,-11,10,-20,15
267290,500,14,-40,HTOL 500h,87,-10,10,-18,14
